"Exact.Site","Month_Year","Order","BIN","Abundnace","PM2.5","n_smoke","precipitation_accumulation_mm","max_relative_humidity_mean","min_relative_humidity_mean","max_air_temperature_mean_K","wind_speed_ms_mean"
"PSP","Nov-23","Diptera","BOLD:AAP4678",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AAP4823",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AAP5134",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AAP5159",27,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AAP5216",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AAW3998",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AAX9421",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AAZ0321",3,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AAZ0323",8,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AAZ5592",3,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ABW2496",5,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ABW7972",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ABX0976",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ABX1187",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ABX1414",7,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ABX6105",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ABX8327",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ABX8448",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ABY0249",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ABY1057",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ABY1905",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACA5308",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACA7653",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACD1336",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACI2928",14,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACI4306",8,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACJ9554",9,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACL2753",6,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACM0960",15,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACM1680",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACN4969",3,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACN8298",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACN9930",6,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACO8684",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACP7050",6,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACP8440",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACQ1057",9,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACV1150",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ACV2298",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:ADE0582",3,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AEB8026",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AEU0788",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFB6325",13,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFJ7185",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFJ9520",12,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFK0671",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFK0890",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFK0934",8,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFK5869",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFK9285",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFL6344",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFM4466",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFM5601",5,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFM7828",5,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFN2060",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFO0598",6,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFO0936",6,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFO1938",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFO7035",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFP5212",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFP5616",6,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFP6535",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFP9946",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFQ1750",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFQ3904",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFQ4286",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFQ4528",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFQ7136",7,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFR4361",24,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AFR8137",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AGB9036",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AGE8436",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AGF5482",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AGF7206",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Diptera","BOLD:AGF7208",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AAA3070",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AAA3759",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AAB7937",5,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AAB8143",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AAB9081",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AAD5316",7,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AAG2868",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AAG8904",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AAL1137",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AAN8267",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AAY9516",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:ABX4698",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:ACD7672",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:ACJ9693",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:ACN5124",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:ACO1641",11,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:ADD1231",3,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AER0005",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AFP5045",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hemiptera","BOLD:AFR5920",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAB4609",5,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAB5532",3,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAD7708",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAE1410",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAG3145",3,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAG4005",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAG7926",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAG8028",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAG8092",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAG8252",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAN7558",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAN7772",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAN7867",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AAN8044",3,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:ACA3620",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:ACA3961",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:ACB7951",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:ACK0335",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:ACM1479",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:ACM1670",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:ACO3903",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:ACP3756",10,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:ACT2072",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:ACY4485",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AEO6125",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AES7672",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AEX5081",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFA4044",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFB0767",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFB1871",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFJ1504",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFJ5517",7,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFN8238",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFO3650",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFO6405",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFP2319",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFP5955",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFP9553",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFQ5613",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFQ6290",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFQ6830",3,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFQ8268",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFQ8426",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFR2940",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFR7800",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFR8837",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFU0414",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AFW2128",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AGB4035",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AGC5286",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AGD5859",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AGF1048",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AGF2899",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AGF2902",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AGF3810",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Hymenoptera","BOLD:AGF4025",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:AAA1513",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:AAA3447",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:AAG0029",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:AAH4833",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:AAH5096",2,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:AAH5158",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:AAN7475",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:AAO8226",4,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:ABW8320",9,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:ABW8328",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:ABX4305",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:ABX4309",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:ACH1777",5,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:ACJ0425",7,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:ACO1320",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Nov-23","Lepidoptera","BOLD:AGF0354",1,9.69999980926514,0,0,38.7333333333333,9.01666666666667,284.516666666667,2.56666666666667
"PSP","Oct-23","Coleoptera","BOLD:ABA6352",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Coleoptera","BOLD:ABX0192",2,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Coleoptera","BOLD:ABX0623",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Coleoptera","BOLD:ABX1698",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Coleoptera","BOLD:ACQ0556",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Coleoptera","BOLD:ADE2154",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Coleoptera","BOLD:AEK9427",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Coleoptera","BOLD:AFB5284",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Coleoptera","BOLD:AFQ5322",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAA1962",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAA2290",2,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAA3453",8,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG1005",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG1749",4,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG1750",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG2327",3,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG2337",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG2452",3,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG2755",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG2784",2,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG3286",2,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG4627",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG6485",2,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG6744",1,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG6871",5,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
"PSP","Oct-23","Diptera","BOLD:AAG6968",3,8.89999961853027,0,0,55.6875,15.575,292.8625,2.6375
